  -10.0000000      0.544021130      0.518427253    
  -9.79797935       5.00033784E-05  -8.90229568E-02
  -9.59595871       3.34075376E-05   4.76067849E-02
  -9.39393806      -7.68916107E-06  -6.24478720E-02
  -9.19191742      -6.55090407E-05  -7.01977015E-02
  -8.98989677      -1.20273566E-04  -6.10547587E-02
  -8.78787613      -1.43842277E-04   1.82382055E-02
  -8.58585548      -1.09227796E-04   2.09250618E-02
  -8.38383484      -4.28775775E-06   5.51175280E-03
  -8.18181419       1.54982496E-04   9.35857184E-03
  -7.97979403       3.18215403E-04  -1.83294546E-02
  -7.77777386       4.08042484E-04  -6.69752359E-02
  -7.57575369       3.44255473E-04  -5.76780327E-02
  -7.37373352       8.13804872E-05  -7.89518282E-02
  -7.17171335      -3.51926865E-04  -8.70349165E-03
  -6.96969318      -8.29902943E-04  -7.87063092E-02
  -6.76767302      -1.14245887E-03   9.79924053E-02
  -6.56565285      -1.05531409E-03  -3.30389664E-02
  -6.36363268      -4.11831163E-04   9.26598310E-02
  -6.16161251       7.52199616E-04   7.19660223E-02
  -5.95959234       2.13013683E-03  -4.58322978E-03
  -5.75757217       3.15871369E-03  -9.58882943E-02
  -5.55555201       3.16404039E-03  0.101560749    
  -5.35353184       1.63408811E-03  -2.11939197E-02
  -5.15151167      -1.45185739E-03   9.50952843E-02
  -4.94949150      -5.36847487E-03   6.28544949E-03
  -4.74747133      -8.62560514E-03  -2.87466086E-02
  -4.54545116      -9.31173097E-03   2.40762718E-03
  -4.34343100      -5.81333088E-03 -0.102581650    
  -4.14141083       2.25245114E-03   1.28074205E-02
  -3.93939066       1.32390596E-02  0.103361398    
  -3.73737049       2.32604630E-02   8.55523199E-02
  -3.53535032       2.69650258E-02   6.58023879E-02
  -3.33333015       1.94071811E-02  -6.78152367E-02
  -3.13130999      -1.34660688E-03  -8.88853520E-02
  -2.92928982      -3.17784660E-02   2.38427147E-03
  -2.72726965      -6.19148128E-02  -7.59098083E-02
  -2.52524948      -7.69602433E-02 -0.117383912    
  -2.32322931      -6.20885044E-02  -3.30910832E-03
  -2.12120914      -9.63353366E-03  -1.42640397E-02
  -1.91918898       7.36194327E-02   2.45362334E-02
  -1.71716881      0.162537172      0.190214857    
  -1.51514864      0.216720045      0.151997805    
  -1.31312847      0.192538366      0.187353984    
  -1.11110830       6.27310947E-02  0.153511316    
 -0.909088135     -0.162194058     -0.139000639    
 -0.707067966     -0.420264393     -0.433284909    
 -0.505047798     -0.602542400     -0.668278158    
 -0.303027600     -0.582694650     -0.511633337    
 -0.101007402     -0.269737095     -0.294343740    
  0.101012796      0.269749641      0.336016625    
  0.303032994      0.582698882      0.655584633    
  0.505053163      0.602539718      0.512516022    
  0.707073331      0.420257926      0.448225766    
  0.909093499      0.162187219       7.11483359E-02
   1.11111367      -6.27359897E-02 -0.136219978    
   1.31313384     -0.192540377     -0.286603361    
   1.51515400     -0.216719478     -0.239747167    
   1.71717417     -0.162535056     -0.119499281    
   1.91919434      -7.36169741E-02   1.19596198E-02
   2.12121463       9.63541865E-03  -4.02818881E-02
   2.32323480       6.20894246E-02  -1.57718845E-02
   2.52525496       7.69601837E-02   8.67082998E-02
   2.72727513       6.19141087E-02   7.54111409E-02
   2.92929530       3.17775980E-02   7.80718476E-02
   3.13131547       1.34589185E-03  -2.86726654E-02
   3.33333564      -1.94075629E-02  -5.20885028E-02
   3.53535581      -2.69650668E-02   5.20232096E-02
   3.73737597      -2.32602526E-02 -0.118923455    
   3.93939614      -1.32387569E-02  -5.42160086E-02
   4.14141655      -2.25216825E-03  -7.61058554E-02
   4.34343672       5.81349712E-03  -7.03902319E-02
   4.54545689       9.31176636E-03  -7.53330532E-03
   4.74747705       8.62554088E-03   8.35288465E-02
   4.94949722       5.36836451E-03  -5.10442629E-02
   5.15151739       1.45175261E-03   2.23741331E-03
   5.35353756      -1.63414644E-03   3.52279283E-02
   5.55555773      -3.16406041E-03   1.22590950E-02
   5.75757790      -3.15869576E-03  -4.86992672E-02
   5.95959806      -2.13009957E-03   7.87149742E-02
   6.16161823      -7.52157765E-04   7.96354115E-02
   6.36363840       4.11857531E-04  -6.80023506E-02
   6.56565857       1.05532398E-03  -9.49285924E-02
   6.76767874       1.14245468E-03  -8.32495466E-02
   6.96969891       8.29891418E-04  -3.48809101E-02
   7.17171907       3.51913128E-04  -2.20273901E-02
   7.37373924      -8.13907027E-05   7.93896392E-02
   7.57575941      -3.44260043E-04  -2.55754422E-02
   7.77777958      -4.08041960E-04   6.73689917E-02
   7.97979975      -3.18211416E-04   3.19646895E-02
   8.18181992      -1.54977606E-04  -2.96294061E-03
   8.38384056       4.29165539E-06  -6.51125535E-02
   8.58586121       1.09229775E-04   7.00285733E-02
   8.78788185       1.43842321E-04  -9.68800038E-02
   8.98990250       1.20272307E-04  -2.41672136E-02
   9.19192314       6.55073236E-05  -8.01046863E-02
   9.39394379       7.68769405E-06  -1.50500424E-02
   9.59596443      -3.34083670E-05  -6.87417313E-02
   9.79798508      -5.00035094E-05   6.82038069E-02
   10.0000057      -4.48561914E-05   3.10374890E-02
